"Name","Season","ActiveFungus","Sightings","X","Y","Sex","AgeClass","Time.in.pop","InfectedDensity.Annual","Infect_Assoc_Sight","SeasonNumeric"
344,"5",0,30,168.533333333333,773.6,"Female","Juvenile",790.8,0.00025579996214442,0.0333333333333333,5
347,"5",0,28,135.5,775,"Male","Adult",746,0.000168578169802484,0,5
348,"5",0,31,40.5454545454545,725.818181818182,"Male","Adult",512.090909090909,1.30523463209905e-09,0,5
350,"5",1,27,197.666666666667,749.333333333333,"Female","Adult",695.444444444444,0.00059756016516415,0.037037037037037,5
353,"5",0,30,177.1875,745.5,"Male","Adult",524,0.000308212239157607,0,5
36,"5",0,51,156.294117647059,778.411764705882,"Female","Adult",1449.11764705882,0.000162037049491828,0,5
362,"5",0,36,84.8,752.466666666667,"Male","Adult",497.733333333333,6.2947221856976e-06,0,5
364,"5",0,45,86.1578947368421,759.947368421053,"Male","Adult",912.315789473684,4.1435159290353e-06,0,5
383,"5",1,28,189.666666666667,747.333333333333,"Female","Adult",1447.33333333333,0.000600220184350318,0,5
388,"5",0,26,103.625,720,"Female","Juvenile",169.625,3.86404711671289e-08,0,5
391,"5",0,26,196.307692307692,752.846153846154,"Male","Adult",166.461538461538,0.000443497189680608,0.0769230769230769,5
400,"5",0,22,167.666666666667,775.8,"Female","Adult",170.2,0.000232106954866312,0,5
401,"5",0,22,180.2,767.8,"Male","Adult",155.5,0.000189166398599753,0,5
